train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ee_pose_success_Average,ee_pose_success_Std,ee_pose_success_Median,ee_pose_success_Min,ee_pose_success_Max,eval_ee_pose_success_Average,eval_ee_pose_success_Std,eval_ee_pose_success_Median,eval_ee_pose_success_Min,eval_ee_pose_success_Max,euclidean_distance_Average,euclidean_distance_Std,euclidean_distance_Median,euclidean_distance_Min,euclidean_distance_Max,eval_euclidean_distance_Average,eval_euclidean_distance_Std,eval_euclidean_distance_Median,eval_euclidean_distance_Min,eval_euclidean_distance_Max,target_coord_Average,target_coord_Std,target_coord_Median,target_coord_Min,target_coord_Max,eval_target_coord_Average,eval_target_coord_Std,eval_target_coord_Median,eval_target_coord_Min,eval_target_coord_Max,success_Average,success_Std,success_Median,success_Min,success_Max,eval_success_Average,eval_success_Std,eval_success_Median,eval_success_Min,eval_success_Max,goal_relative_distance_Average,goal_relative_distance_Std,goal_relative_distance_Median,goal_relative_distance_Min,goal_relative_distance_Max,eval_goal_relative_distance_Average,eval_goal_relative_distance_Std,eval_goal_relative_distance_Median,eval_goal_relative_distance_Min,eval_goal_relative_distance_Max,Initial_DataCollection_AverageReturn,step
376.1818181818182,183.00512570159844,501.0,2,501,323.2142857142857,238.52738045031603,501.0,1,501,-158.83987,94.7354,-198.58984,-291.77777,-0.17136559,-148.0415,123.19988,-161.25635,-324.92383,-0.06833443,4442,71.95575022697449,-0.4222423,0.12405046,-0.4296692,-0.80964583,-0.05530005,-0.458029,0.15744184,-0.4989603,-0.9267577,-0.06725665,0.04132431126147897,0.19903922367273083,0.0,False,True,0.0369060773480663,0.18853121439922052,0.0,False,True,0.3595494705550626,0.1610325229470601,0.3549489272512039,0.019316258817829394,0.6244880311210657,0.3453302987264402,0.15233320016391372,0.3295635628448161,0.019383223651442127,0.7013148547998846,0.1609070404382149,0.3600183241318459,0.1,-0.3,0.8,0.15941804788213626,0.3086348963891112,0.1,-0.3,0.8,0.0009666505558240696,0.03107597371808315,0.0,False,True,0.0011049723756906078,0.033222754427343446,0.0,False,True,0.3151006,0.23096551,0.27724072,0.0031381845,0.824054,0.3374282,0.23953561,0.24865468,0.012845516,0.8681506,-158.83987,0
381.6363636363636,175.52895266348654,501.0,2,501,426.1,158.6016708613122,501.0,10,501,-205.8545,131.69942,-199.54407,-381.04648,-0.20340897,-216.85416,119.921036,-256.80994,-394.54462,-1.5588526,47491,284.9339575767517,-0.5393996,0.2009513,-0.5917195,-0.87114197,-0.08041835,-0.5089278,0.19922315,-0.5189296,-0.98480725,-0.09584465,0.005717008099094807,0.07539445548241389,0.0,False,True,0.0037549870922318706,0.061162792318279924,0.0,False,True,0.3733730739323622,0.15803741590611556,0.3429151781909201,0.024039947655513396,0.8117351624067671,0.3328552360369527,0.12516248270459956,0.3088673099187386,0.04628209754170315,0.6956673811475638,0.20898840717802128,0.35860776971531777,0.3,-0.3,0.8,0.19389814597512317,0.36585510971817325,0.1,-0.3,0.8,0.0009528346831824678,0.030853310831238073,0.0,False,True,0.0004693733865289838,0.02165994171628821,0.0,False,True,0.34754482,0.21765518,0.27830625,0.012124419,0.8580745,0.30259502,0.23283757,0.2608445,0.0010931492,0.7688215,-158.83987,10
400.45454545454544,172.22784255765998,501.0,1,501,470.6666666666667,85.79562278396776,501.0,228,501,-184.18639,99.74166,-200.75743,-302.164,-0.07972182,-232.54503,92.17255,-239.41855,-386.13614,-67.30868,89998,490.8513853549957,-0.4599433,0.15343527,-0.47162098,-0.87230104,-0.07972182,-0.49407583,0.17188257,-0.4697541,-0.8961016,-0.07527164,0.025879682179341657,0.15877633397215696,0.0,False,True,0.054060434372049104,0.2261369138543163,0.0,False,True,0.19506621263715473,0.35721187925245773,0.2,-0.3,0.8,0.18739376770538244,0.3701122001895893,0.1,-0.3,0.8,0.3294707146173189,0.13265213314786942,0.2933291248726151,0.011654515304561672,0.7989202557969028,0.27087147859572414,0.15522601997689728,0.2136336227533306,0.04076700107762424,0.6202442795072988,0.000681044267877412,0.02608793680195127,0.0,False,True,0.00023607176581680832,0.015362813412203913,0.0,False,True,0.37006235,0.29488358,0.3407896,0.007001519,1.1127137,0.30871975,0.17718337,0.30058366,0.01637423,1.0486014,-158.83987,20
381.9166666666667,206.62343297785844,501.0,3,501,373.75,184.6339283555436,501.0,1,501,-192.16145,131.00034,-198.21979,-426.94232,-0.37038493,-187.77594,113.43549,-240.3771,-343.73383,-0.076481335,133202,696.2639191150665,-0.5031502,0.19519031,-0.4966314,-0.92730296,-0.093487695,-0.5024106,0.13323748,-0.49673972,-0.9652173,-0.076481335,0.02771110626227362,0.16414384195575113,0.0,False,True,0.022296544035674472,0.14764622636471175,0.0,False,True,0.33740940716449286,0.16985632226719757,0.36178046109824324,0.010260118691627603,0.7780772045199305,0.31726456325452607,0.15630347583865395,0.2766145535484059,0.014570854115112698,0.689368862151225,0.17562004509418866,0.34687678321830206,0.1,-0.3,0.8,0.15110367892976587,0.35537609268410664,0.1,-0.3,0.8,0.0006545930613135501,0.025576641085913343,0.0,False,True,0.0008918617614269788,0.029850734396752843,0.0,False,True,0.3730571,0.2534151,0.29057336,0.015703738,0.8759868,0.26765442,0.20025578,0.21069385,0.047894657,0.814396,-158.83987,30
323.2307692307692,200.5688655362173,446.0,10,501,382.0,199.9340800454899,501.0,1,501,-143.33788,118.358574,-119.58057,-372.7055,-1.6396976,-207.3188,134.81561,-236.83507,-483.93393,-0.08162071,176698,900.6104819774628,-0.44345367,0.18478265,-0.39912504,-0.8716271,-0.06602238,-0.54271924,0.20552811,-0.51147246,-1.0845287,-0.08162071,0.09566872917658258,0.29413640276973585,0.0,False,True,0.028081865778200855,0.16520676315640342,0.0,False,True,0.27333639309893565,0.12769729772280763,0.27417444353860787,0.013838656580978988,0.700082001749109,0.3287730182486457,0.1401587455804782,0.2971879318420967,0.026843787429869283,0.7611900401422856,0.15479930191972077,0.39046877068270036,0.0,-0.3,0.8,0.18256385848008883,0.3269976422595531,0.2,-0.3,0.8,0.0016658733936220848,0.04078110174404937,0.0,False,True,0.0007139457401237506,0.026710223166493945,0.0,False,True,0.3799238,0.22666962,0.34136868,0.012608409,0.906706,0.44240192,0.28301358,0.38844752,0.0079648495,1.171866,-158.83987,40
410.90909090909093,191.12131061684573,501.0,1,501,292.26666666666665,194.74135553486207,299.0,1,501,-126.95193,68.35664,-146.03897,-208.10435,-0.058197726,-107.31147,79.154305,-111.870544,-239.56046,-0.0683621,219055,1102.339565038681,-0.3089538,0.11346256,-0.31255937,-0.8078849,-0.058197726,-0.3671697,0.11897064,-0.37517142,-0.89074665,-0.06697289,0.033849557522123895,0.18084182308769262,0.0,False,True,0.030793795620437957,0.17275861128095657,0.0,False,True,0.3196899262226261,0.1228748427760743,0.31003616426858227,0.015118408016306656,0.7751362075869241,0.28417587768254987,0.13086462685071584,0.25419526868941655,0.018415745907770367,0.6555790333138602,0.2071828908554572,0.3609946504345742,0.3,-0.3,0.8,0.152014902676399,0.34302072110351783,0.0,-0.3,0.7,0.0004424778761061947,0.021030503784630346,0.0,False,True,0.002052919708029197,0.0452626250752382,0.0,False,True,0.33278754,0.25654507,0.2251766,0.019978285,0.8746854,0.3363087,0.21412909,0.31480828,0.024993837,0.7438646,-158.83987,50
433.2,129.93367538863816,501.0,83,501,423.1,161.0841084651121,501.0,20,501,-195.88399,86.175354,-221.11438,-294.29526,-22.771652,-200.70123,107.96673,-207.98178,-359.75403,-3.5722582,262790,1305.8896865844727,-0.45217916,0.13769947,-0.47878963,-0.9544668,-0.05488605,-0.4743589,0.18480223,-0.4253559,-1.0482798,-0.09671034,0.08725761772853186,0.28221220008510134,0.0,False,True,0.058851335381706456,0.2353462464232144,0.0,False,True,0.3275389121043029,0.14520452451560506,0.3553064535069071,0.008873508017600777,0.6586369619643814,0.2628395843853116,0.11917081333618874,0.2403811785701561,0.005986752489880655,0.6611717362626455,0.16222683902739307,0.36928336379551,0.1,-0.3,0.8,0.1825021665484913,0.3381846293828404,0.1,-0.3,0.8,0.0006925207756232687,0.026306675780086674,0.0,False,True,0.0004727014890096904,0.02173656003860727,0.0,False,True,0.31670165,0.18066724,0.2756759,0.0020367503,1.0693874,0.34735093,0.2443554,0.26847517,0.02247852,1.0773163,-158.83987,60
413.1,176.82446097754686,501.0,19,501,346.15384615384613,205.33456607125026,501.0,13,501,-198.92009,123.364235,-211.78621,-476.71198,-3.617009,-167.06815,123.28856,-209.43509,-345.48926,-2.39074,305953,1511.9092831611633,-0.48153013,0.2096983,-0.43381092,-1.064871,-0.08491559,-0.48264134,0.16402031,-0.47658622,-0.79389155,-0.054560233,0.03679496489954006,0.18825805549187444,0.0,False,True,0.05533333333333333,0.2286297346268756,0.0,False,True,0.3634626856263333,0.14218819712797462,0.3613874577316521,0.02257061261396948,0.6295117136749939,0.30248347792072955,0.1389208873464122,0.2855840346803944,0.013950697102328326,0.878707014311617,0.15576535140805295,0.37684863371537825,0.1,-0.3,0.8,0.18386666666666665,0.3791243478215441,0.1,-0.3,0.8,0.0004841442749939482,0.021997951707259898,0.0,False,True,0.0011111111111111111,0.033314809667922114,0.0,False,True,0.271198,0.17121708,0.22738096,0.057057884,0.80485976,0.40144664,0.26082042,0.3742081,0.023233846,0.95935667,-158.83987,70
393.8181818181818,183.1833746832135,501.0,1,501,356.3333333333333,205.17810691093618,501.0,29,501,-187.65448,116.34772,-179.74814,-408.0661,-0.058458097,-138.0641,98.41657,-137.96501,-300.59576,-7.730074,348466,1714.3748290538788,-0.47650033,0.20324498,-0.44312584,-0.93902403,-0.058458097,-0.38745773,0.1514429,-0.34652528,-0.7698208,-0.056435734,0.07409972299168975,0.2619331098663256,0.0,False,True,0.08372310570626754,0.2769721055939834,0.0,False,True,0.2835130144296349,0.1400040296905163,0.28177349462322854,0.020062212645298082,0.8240234610499414,0.3064860201827701,0.16170282706771216,0.2701522949299364,0.017385426262563976,0.7545318918641645,0.13674207448445674,0.3261183211506137,0.1,-0.3,0.8,0.08484565014031804,0.3502253266384756,-0.1,-0.3,0.8,0.0009233610341643582,0.030372824013663025,0.0,False,True,0.0009354536950420954,0.030570878649893718,0.0,False,True,0.34933773,0.22362168,0.32162964,0.032856703,0.8235369,0.35462442,0.19345625,0.33561397,0.042331934,0.8180742,-158.83987,80
377.9166666666667,213.20000716593694,501.0,2,501,307.57142857142856,226.1376680209628,501.0,19,501,-168.10756,113.86272,-177.53035,-338.84076,-0.17442466,-140.36504,121.0578,-167.23117,-341.21173,-4.672917,391786,1915.9367072582245,-0.44482705,0.16756965,-0.42729086,-0.89166594,-0.038860165,-0.45636564,0.1612904,-0.43024766,-0.84126663,-0.06312723,0.03175303197353914,0.17534188585168844,0.0,False,True,0.10705991639572689,0.30918940909589204,0.0,False,True,0.33191359959723293,0.1400655865976064,0.32507492267069954,0.025898679340371517,0.8419255857226362,0.2880088146868807,0.14643124498024876,0.2790255089531548,0.00876261500826596,0.8169041496712804,0.1477104005880191,0.3425160572374877,0.1,-0.3,0.8,0.15787273571760335,0.34967907596529924,0.1,-0.3,0.8,0.000661521499448732,0.025711551659798736,0.0,False,True,0.001625638643752903,0.04028642380198123,0.0,False,True,0.36488158,0.23699465,0.30822995,0.0015778542,0.97708094,0.31260666,0.2738673,0.20093626,0.0007083416,0.95960224,-158.83987,90
