train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ob_Average,ob_Std,ob_Median,ob_Min,ob_Max,eval_ob_Average,eval_ob_Std,eval_ob_Median,eval_ob_Min,eval_ob_Max,score_Average,score_Std,score_Median,score_Min,score_Max,eval_score_Average,eval_score_Std,eval_score_Median,eval_score_Min,eval_score_Max,success_Average,success_Std,success_Median,success_Min,success_Max,eval_success_Average,eval_success_Std,eval_success_Median,eval_success_Min,eval_success_Max,goal_relative_distance_Average,goal_relative_distance_Std,goal_relative_distance_Median,goal_relative_distance_Min,goal_relative_distance_Max,eval_goal_relative_distance_Average,eval_goal_relative_distance_Std,eval_goal_relative_distance_Median,eval_goal_relative_distance_Min,eval_goal_relative_distance_Max,Initial_DataCollection_AverageReturn,step
364.8333333333333,151.68928402787353,451.0,130,501,470.44444444444446,75.15481962974995,501.0,260,501,-601.90796,345.94394,-683.6685,-1009.3616,-162.02026,-742.4375,221.25621,-778.6222,-1006.39685,-282.09833,4153,87.17879438400269,-1.6498163,0.5949415,-1.6934073,-3.2137463,-0.16702957,-1.5781621,0.5470031,-1.5791717,-3.1396835,-0.28338066,-0.11912847153337386,0.6713708641113755,-0.020436929211778754,-2.2936897353038654,1.8298452992156624,-0.08628133188853994,0.6509469257276655,-0.01117250420772328,-2.290907854395176,1.8470149109829572,-0.7135491669211396,0.7184222592315901,-0.39703240641302506,-3.200416810751956,-2.0610155889018607e-05,-0.6914340859768634,0.6722014940354136,-0.413531090846634,-3.132719755732869,-0.0001356319484010146,0.0013704888076747374,0.0369947370324858,0.0,False,True,0.0004723665564478035,0.021728861596598963,0.0,False,True,0.7135491669211396,0.7184222592315901,0.39703240641302506,2.0610155889018607e-05,3.200416810751956,0.6914340859768634,0.6722014940354136,0.413531090846634,0.0001356319484010146,3.132719755732869,-601.90796,0
323.46153846153845,140.13708419566856,339.0,55,501,282.3333333333333,157.98762258129238,310.0,55,501,-465.8713,265.1143,-377.54333,-953.6513,-63.2254,-396.12534,281.3747,-332.49484,-916.4611,-72.86271,47138,173.68463230133057,-1.440268,0.54010093,-1.4270854,-3.4082787,-0.13613534,-1.4030414,0.53596735,-1.3828331,-3.2026095,-0.1772137,-0.05728609607019404,0.6429751915549035,-0.004134699961865827,-2.335137226018681,2.249644060042211,-0.05466931530868106,0.6235145364645183,-0.008181596160901833,-2.2966025316923897,1.9164774701338885,-0.6421093958765639,0.6135057086396284,-0.40195898399387475,-3.3961086525928916,-6.902079723098732e-05,-0.6329809536099974,0.5926751393544764,-0.40631836615669203,-2.9953345438020005,-4.483477357359461e-05,0.0023781212841854932,0.04870796468077061,0.0,False,True,0.002833530106257379,0.053155443873551776,0.0,False,True,0.6421093958765639,0.6135057086396284,0.40195898399387475,6.902079723098732e-05,3.3961086525928916,0.6329809536099974,0.5926751393544764,0.40631836615669203,4.483477357359461e-05,2.9953345438020005,-601.90796,10
262.8125,153.0270477521866,245.0,59,501,244.11764705882354,156.72451752825296,185.0,71,501,-355.95996,264.31656,-286.7672,-980.57263,-67.87382,-351.81082,297.29684,-225.92365,-1005.99493,-88.14651,90378,261.28472900390625,-1.3544254,0.55848813,-1.342198,-2.8549366,-0.07360882,-1.4411527,0.53470737,-1.4201095,-2.988366,-0.1536148,-0.041365281640955015,0.6271441889727619,-0.0006461510604362977,-2.336912506101513,1.895894398879739,-0.04387474355294785,0.6322752508477392,-0.0031780588826025406,-2.324523197335122,1.990579420066802,-0.610499089966222,0.5854484957366207,-0.3962262554509247,-2.838235195490789,-4.78298368360823e-05,-0.639711685349502,0.6151260368229727,-0.4149175303055228,-2.981493777137878,-2.8970056286002892e-05,0.0033293697978596906,0.05760455793258717,0.0,False,True,0.0033734939759036144,0.0579837349115953,0.0,False,True,0.610499089966222,0.5854484957366207,0.3962262554509247,4.78298368360823e-05,2.838235195490789,0.639711685349502,0.6151260368229727,0.4149175303055228,2.8970056286002892e-05,2.981493777137878,-601.90796,20
295.64285714285717,144.04692050204494,239.5,85,501,321.15384615384613,139.91527444731915,330.0,95,501,-426.14035,293.49387,-322.51987,-970.6096,-107.1085,-416.30612,225.89864,-340.7694,-808.60925,-116.37758,133824,346.2525703907013,-1.4414024,0.5867955,-1.4423008,-3.0171816,-0.051701922,-1.2962828,0.49359784,-1.2882475,-2.7619867,-0.15962446,-0.08635550521772682,0.6486428614952933,-0.008329236646740797,-2.2919204732260585,2.321360918799795,-0.057749382708493446,0.6231062105276451,-0.006085287481352003,-2.338064932806134,1.8728542752420323,-0.632685043923914,0.6379914066964274,-0.3725956705092147,-3.0068195151537678,-5.562937807929158e-06,-0.5888977279712221,0.542704969757526,-0.3778511087331518,-2.6096521378266413,-0.00011693619752595197,0.0026576467745832327,0.05148381967380412,0.0,False,True,0.002155688622754491,0.04637932329515188,0.0,False,True,0.632685043923914,0.6379914066964274,0.3725956705092147,5.562937807929158e-06,3.0068195151537678,0.5888977279712221,0.542704969757526,0.3778511087331518,0.00011693619752595197,2.6096521378266413,-601.90796,30
280.6666666666667,160.1502072708271,280.0,50,501,269.375,120.94982172372144,230.0,96,501,-394.71805,285.76117,-333.79318,-938.8318,-66.1864,-362.5476,224.5136,-290.92444,-975.53064,-121.02798,176689,437.9631588459015,-1.4063588,0.5569933,-1.4085498,-3.0663593,-0.14488041,-1.3458844,0.513948,-1.3246069,-2.9433463,-0.09080299,-0.0899425164227824,0.6480266221352181,-0.009413506578033696,-2.3395334715372256,1.8440244444455234,-0.0654052107493089,0.6337002728977861,-0.00855571675560144,-2.3310156233030064,1.9337471694214814,-0.6193082923772846,0.6157538743407001,-0.3713350689092362,-3.0513263838145046,-9.393075836797507e-05,-0.605787761359733,0.5699739027521632,-0.3917373513696698,-2.9316686245995545,-1.6239509695592513e-05,0.0026128266033254156,0.05104899353039559,0.0,False,True,0.0032482598607888632,0.056900867029120485,0.0,False,True,0.6193082923772846,0.6157538743407001,0.3713350689092362,9.393075836797507e-05,3.0513263838145046,0.605787761359733,0.5699739027521632,0.3917373513696698,1.6239509695592513e-05,2.9316686245995545,-601.90796,40
227.25,123.85954747212666,185.0,90,501,285.9375,128.3493614855563,282.0,80,501,-277.50485,160.45598,-229.80542,-754.67694,-113.65942,-398.78082,241.03548,-331.67987,-969.1304,-99.31473,219780,526.6249375343323,-1.2211434,0.47666174,-1.2041448,-2.793639,-0.038753457,-1.3946433,0.5307516,-1.3990667,-2.9915175,-0.08868462,-0.026769783706018513,0.6254515453273369,0.0013830284779820321,-2.334896207159906,1.994928381639041,-0.06767342622030469,0.6360178602361497,-0.006808623999005022,-2.3328645220392237,1.9488874028413177,-0.5547640615849678,0.5148165068376892,-0.38210160770612694,-2.76406998603511,-2.99911672342959e-06,-0.6273299827513111,0.590507813273193,-0.4035429972293429,-2.897701651841428,-3.4887804690832136e-05,0.0039603960396039604,0.06280693674120279,0.0,False,True,0.0028415300546448087,0.05323021474307012,0.0,False,True,0.5547640615849678,0.5148165068376892,0.38210160770612694,2.99911672342959e-06,2.76406998603511,0.6273299827513111,0.590507813273193,0.4035429972293429,3.4887804690832136e-05,2.897701651841428,-601.90796,50
225.0,133.32864026828398,220.0,65,501,190.9090909090909,119.47152916486729,172.5,55,501,-260.85794,180.78903,-196.36127,-766.63104,-83.74207,-227.19746,133.5308,-190.60765,-562.488,-81.69002,262519,607.3762490749359,-1.1593686,0.49019566,-1.1173058,-2.8330324,-0.034707613,-1.1900818,0.46313652,-1.1778747,-2.7338207,-0.10130937,-0.05431395406721244,0.6146435832762015,-0.004484079324475437,-2.193890828635452,1.8341763656762966,-0.05537227844173511,0.6057132319411267,-0.005246915244661757,-2.338212876680984,2.0009703941750967,-0.5388596402658345,0.4876194640616483,-0.3661095678032983,-2.814956677637321,-4.106859609137939e-05,-0.5505830754460079,0.49036213903473147,-0.3868553879524048,-2.6007433998499665,-3.974965341831116e-05,0.004210526315789474,0.0647518168388619,0.0,False,True,0.005,0.07053367989832944,0.0,False,True,0.5388596402658345,0.4876194640616483,0.3661095678032983,4.106859609137939e-05,2.814956677637321,0.5505830754460079,0.49036213903473147,0.3868553879524048,3.974965341831116e-05,2.6007433998499665,-601.90796,60
185.65217391304347,93.86697742974278,155.0,50,385,229.21052631578948,123.66107286380891,195.0,60,455,-219.96866,123.94947,-196.77834,-558.4366,-66.31478,-254.57628,126.07322,-256.07892,-513.08545,-76.84982,305164,698.5192222595215,-1.1848432,0.4678894,-1.1573,-2.5859027,-0.082310714,-1.1106657,0.4267244,-1.0783604,-2.4434195,-0.17654549,-0.057128498746391546,0.621801373736475,-0.00228769957485872,-2.2175942945898446,2.0239175932825706,-0.01574189285893454,0.62885587182491,0.001447513799913834,-2.330441962349396,1.8348192418645985,-0.5455630454446206,0.49323977181370876,-0.38030994532703477,-2.4870683604131703,-9.81713370542224e-06,-0.5197939502139209,0.44911573229151724,-0.3851395954428542,-2.3878083862438197,-1.4499281809063347e-05,0.005386416861826698,0.07319428512675923,0.0,False,True,0.004362801377726751,0.0659072631950778,0.0,False,True,0.5455630454446206,0.49323977181370876,0.38030994532703477,9.81713370542224e-06,2.4870683604131703,0.5197939502139209,0.44911573229151724,0.3851395954428542,1.4499281809063347e-05,2.3878083862438197,-601.90796,70
189.54545454545453,119.18043130737348,145.0,80,501,199.28571428571428,108.45369556466324,172.0,47,455,-214.19733,137.50418,-177.3984,-650.4343,-95.80275,-225.92592,131.66806,-205.80405,-628.8382,-54.00204,347419,796.0218753814697,-1.1300578,0.45935485,-1.0669593,-2.8980138,-0.07434817,-1.1336784,0.4470489,-1.1298563,-2.6092858,-0.1132244,-0.023725165732525245,0.6233138345112399,0.0006551126489618913,-2.325233108040167,2.2733431970921263,-0.05449281547491745,0.6171977502956096,-0.004349073061683594,-1.9197104886199914,2.0044735638547895,-0.5242035411851166,0.47034369962696543,-0.3896066573960375,-2.8260465351687425,-1.959339746400446e-05,-0.5232074958739443,0.4704045277337475,-0.3672503859785913,-2.5031882116868536,-5.4863581785259555e-05,0.005035971223021582,0.07078566392188804,0.0,False,True,0.005017921146953405,0.07065933494108448,0.0,False,True,0.5242035411851166,0.47034369962696543,0.3896066573960375,1.959339746400446e-05,2.8260465351687425,0.5232074958739443,0.4704045277337475,0.3672503859785913,5.4863581785259555e-05,2.5031882116868536,-601.90796,80
222.10526315789474,146.67647704955147,148.0,62,501,196.1818181818182,122.1432230709046,135.5,73,501,-273.49597,221.31248,-166.06607,-891.6816,-85.5897,-217.211,113.42001,-172.84659,-467.3555,-79.13864,389729,921.112874507904,-1.23138,0.5158414,-1.1945059,-2.9034119,-0.054084733,-1.1071923,0.4335939,-1.0800117,-2.7499022,-0.05611157,-0.07474941400979516,0.6462422649497023,-0.006887555438441832,-2.324405639537685,1.8272334681255857,-0.06834212029384808,0.6530734893395993,-0.008562267600545997,-2.3313385511042486,2.315335115072108,-0.5558231851178467,0.5340320658024305,-0.36243370430184463,-2.883332858448583,-5.001810986851596e-07,-0.5110783538729138,0.4583576861532853,-0.3497657020289691,-2.6358714164006862,-1.8650156740594726e-05,0.004028436018957346,0.06334199019764468,0.0,False,True,0.004865616311399444,0.06958406490935756,0.0,False,True,0.5558231851178467,0.5340320658024305,0.36243370430184463,5.001810986851596e-07,2.883332858448583,0.5110783538729138,0.4583576861532853,0.3497657020289691,1.8650156740594726e-05,2.6358714164006862,-601.90796,90
