train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,ob_Average,ob_Std,ob_Median,ob_Min,ob_Max,eval_ob_Average,eval_ob_Std,eval_ob_Median,eval_ob_Min,eval_ob_Max,score_Average,score_Std,score_Median,score_Min,score_Max,eval_score_Average,eval_score_Std,eval_score_Median,eval_score_Min,eval_score_Max,success_Average,success_Std,success_Median,success_Min,success_Max,eval_success_Average,eval_success_Std,eval_success_Median,eval_success_Min,eval_success_Max,goal_relative_distance_Average,goal_relative_distance_Std,goal_relative_distance_Median,goal_relative_distance_Min,goal_relative_distance_Max,eval_goal_relative_distance_Average,eval_goal_relative_distance_Std,eval_goal_relative_distance_Median,eval_goal_relative_distance_Min,eval_goal_relative_distance_Max,Initial_DataCollection_AverageReturn,step
7.207381370826011,1.265695136945743,7.0,5,15,7.185639229422066,1.2260470286369642,7.0,5,14,-4.6372304,0.9755917,-4.4948,-10.185606,-3.1019323,-4.6221604,0.9735219,-4.475273,-10.48389,-3.0808725,4098,153.88210892677307,-0.64340013,0.24604417,-0.65109015,-1.0099244,-0.25997576,-0.64324975,0.24549325,-0.6476266,-1.0099195,-0.25781152,-0.06662788897839267,0.5776629466630364,0.013256938121751792,-1.8762486234208493,1.7227437099909029,-0.06603242696168195,0.5755842619811421,0.013779055049572702,-1.7387422402074515,1.637187106910949,-0.31637533487186087,0.24098508968563928,-0.2601800471714193,-0.7209993411293515,-0.0001600455405123824,-0.3166805440680506,0.24026199848026764,-0.25944540525265947,-0.7209997209209665,-2.0056750496627584e-05,0.13874664715922946,0.3456819565168274,0.0,False,True,0.1391664635632464,0.3461201510784167,0.0,False,True,0.26256676883260827,0.342356760310735,0.09999999999999998,0.00010239428434208331,1.2996776440163051,0.2636764071257079,0.34203221761832225,0.09999999999999998,0.00012562985314548691,1.301697785089889,-4.6372304,0
7.274822695035461,1.295383566973206,7.0,5,15,7.211267605633803,1.2280809827605876,7.0,5,14,-4.7010617,0.99495554,-4.529112,-9.778169,-3.08471,-4.6556234,0.97887814,-4.519241,-9.948439,-3.106436,45095,705.5266492366791,-0.64620984,0.24625827,-0.6539939,-1.0098999,-0.250605,-0.645604,0.24584706,-0.6570282,-1.009876,-0.25858867,-0.06441047745838929,0.577260802752575,0.01333913480228837,-1.9976792821220117,1.7337212745471888,-0.06865472464238878,0.5801228371070829,0.012380400331078727,-1.7956434776161467,1.745686030172712,-0.31748689184958095,0.24209946673244132,-0.2596202307176231,-0.7209992200302948,-2.0934687847223854e-05,-0.3181281145353352,0.2405748661785453,-0.2608339160975108,-0.7209997778221228,-7.132002623014277e-05,0.13746039483304898,0.34433273832935385,0.0,False,True,0.138671875,0.3456037992904366,0.0,False,True,0.26433724908673284,0.3430062139434367,0.09999999999999998,3.7814034081207204e-06,1.299588659932411,0.26513117351385557,0.3418626944354324,0.09999999999999998,6.581565698868252e-05,1.2994161437339002,-4.6372304,10
7.150087260034904,1.2651128264269058,7.0,5,15,7.284191829484902,1.3357559227076987,7.0,5,15,-4.5863404,0.94726825,-4.4571886,-9.957845,-3.110384,-4.6546345,1.0073035,-4.4704504,-9.514308,-3.0953722,86103,1248.0349991321564,-0.6414385,0.24715172,-0.64907926,-1.0096651,-0.25921896,-0.6390049,0.24626078,-0.64524615,-1.0098242,-0.26043573,-0.06919321299146164,0.5789666556573246,0.012933723030892057,-1.8949560022975254,1.7228836185872263,-0.06492438458302743,0.5752312126980915,0.013884348250060916,-1.9108760431317855,1.716426767326161,-0.315757192864617,0.2404297932746721,-0.25982204367781825,-0.7209998571071677,-3.152912969003885e-05,-0.3152650541427017,0.2386038888916562,-0.25740541102130043,-0.7209993001671945,-0.00010460185629976304,0.13985843299975592,0.346840095315707,0.0,False,True,0.13728358936844673,0.3441464883716851,0.0,False,True,0.2642082614348988,0.3427921095184128,0.09999999999999998,3.0429649412744286e-06,1.3017813326943646,0.26344337180042127,0.3396416876854627,0.09999999999999998,2.6025348246444535e-05,1.3096043990128519,-4.6372304,20
7.173076923076923,1.2981060602790473,7.0,5,17,7.17338003502627,1.293818914867939,7.0,5,16,-4.578647,0.9555082,-4.427832,-10.872755,-3.1389005,-4.6073494,0.9913511,-4.464814,-10.013165,-3.067973,127089,1843.6356525421143,-0.63830996,0.24601,-0.64261585,-1.0096166,-0.25836942,-0.6422843,0.24624643,-0.6469021,-1.0099152,-0.2584723,-0.06756473846387817,0.5784043139026109,0.012891194912092268,-1.846075108534717,1.7434839581389636,-0.06888206837788491,0.57970894485753,0.012961016925616721,-1.9759691790065712,1.7247081483565143,-0.31465017991196376,0.23870928831419827,-0.2598034461303119,-0.7209996417387485,-0.000249249848984473,-0.31680596033878083,0.23949137173978532,-0.2597690008016083,-0.7209997735834995,-5.875757105985868e-05,0.13941018766756033,0.3463740568259348,0.0,False,True,0.139404296875,0.3463679241612694,0.0,False,True,0.263345837809175,0.3406110956927337,0.09999999999999998,5.021248417888535e-05,1.2994659563427526,0.26517943195080723,0.3420794321177845,0.09999999999999998,2.1765763649470027e-05,1.3034037972820691,-4.6372304,30
7.088235294117647,1.2258038814220416,7.0,5,16,7.091695501730104,1.122389426593044,7.0,5,14,-4.532184,0.926994,-4.4179535,-9.328308,-3.1162298,-4.5590134,0.9138982,-4.459566,-9.241732,-3.150842,168110,2412.279210090637,-0.6393953,0.24687053,-0.6442805,-1.0098138,-0.25879127,-0.6428665,0.24684867,-0.64940494,-1.0098269,-0.2600103,-0.07268330325917709,0.577891947601877,0.0123144811963136,-1.8754584947142405,1.717888194002367,-0.06671316637819398,0.5758422999008082,0.013733315760080944,-1.9017540497848895,1.6498481200112152,-0.31541698304500404,0.23896148240215312,-0.2612978417831102,-0.7209991383341772,-0.00010127217622010742,-0.31658748255435387,0.24050546717611948,-0.25976426763469695,-0.7209993176714983,-6.351486223354907e-07,0.14107883817427386,0.34810285777866135,0.0,False,True,0.14101000243961942,0.3480318687298592,0.0,False,True,0.2643071025021012,0.3416079495598373,0.09999999999999998,7.085475355966819e-05,1.2993654192547939,0.2637892739654366,0.34335982921802205,0.09999999999999998,1.0024714252876432e-05,1.3059622393973096,-4.6372304,40
7.022260273972603,1.2335982953033242,7.0,5,15,7.056798623063683,1.7080983807170145,7.0,5,38,-4.4882417,0.9504645,-4.3806777,-9.871317,-3.0768266,-4.4968905,1.0281318,-4.3815203,-17.374367,-3.1020083,209097,2976.337992668152,-0.6391449,0.24759012,-0.64360005,-1.0100029,-0.26040474,-0.63724226,0.24703345,-0.64026386,-1.0096484,-0.26088363,-0.07538773422837244,0.5804484847156909,0.012014578153487903,-2.0471454890795338,1.7160516015843958,-0.07466392761002298,0.5807801033378813,0.011841661776797182,-2.072139596710838,1.7169530446538706,-0.31534334926584656,0.2390835086786457,-0.25993256846905566,-0.720996492861912,-0.00017528979993133853,-0.31444438973648725,0.23838166399308125,-0.26000641804212565,-0.7209998099454625,-1.7315933260236838e-05,0.1424042916361863,0.3494643177203966,0.0,False,True,0.14170731707317072,0.34874970015914647,0.0,False,True,0.2642911220655428,0.3426577717279668,0.09999999999999998,7.355350152349338e-05,1.2997330922978692,0.26437997615697734,0.3414389482806554,0.09999999999999998,4.274953863986353e-06,1.2992063144845307,-4.6372304,50
6.974489795918367,1.1928196080056763,7.0,5,14,6.981260647359455,1.3005004063244299,7.0,5,15,-4.451498,0.92997754,-4.3632402,-9.788712,-3.06752,-4.428676,0.9260491,-4.3225965,-9.121132,-3.0535898,250087,3521.106588125229,-0.6382543,0.24803482,-0.6436381,-1.0098794,-0.26026344,-0.63436615,0.24742277,-0.63609123,-1.0097522,-0.25792995,-0.07799568303284977,0.5788797176686128,0.011802069415771292,-2.057917246647286,1.6256661280398146,-0.07682250854874652,0.582465733675111,0.011994939385009225,-2.044468065780908,1.7867285558086834,-0.3156218193563667,0.23807446518843617,-0.26060595737507175,-0.7209983380831938,-2.2740591068548532e-07,-0.31333872719300127,0.237413174282612,-0.26229751977374255,-0.7209964126940777,-3.251809903362379e-05,0.1433796634967081,0.3504596062205727,0.0,False,True,0.14324060517325524,0.35031804721260773,0.0,False,True,0.26548924893953,0.34256494582679275,0.09999999999999998,4.635022114601872e-05,1.3021209866669659,0.2641925854576925,0.3411111655520023,0.09999999999999998,5.3813305287836455e-05,1.2992468873055065,-4.6372304,60
6.947457627118644,1.2373914514561437,7.0,5,15,6.864321608040201,1.250802121368334,7.0,5,14,-4.427884,0.937336,-4.326501,-9.114839,-3.0477104,-4.3589716,0.9194114,-4.271207,-9.741886,-3.0823157,291080,4066.7001163959503,-0.63733876,0.24870957,-0.64042485,-1.0098618,-0.25808218,-0.6350185,0.24822792,-0.6375275,-1.0099264,-0.25932458,-0.07582934185368453,0.5811281727285744,0.012346479296794853,-1.8917389730884153,1.7257678775383136,-0.08032011719664649,0.5798674378014684,0.011537742733478351,-1.9291584625437082,1.718301992386059,-0.31530957500312073,0.23790534560483256,-0.259373817543188,-0.7209994866901002,-1.5323165654196336e-05,-0.3140941999257156,0.23727632173879995,-0.26173420302781275,-0.7209997265415465,-7.236644786132174e-05,0.1439375457428641,0.35102639312220535,0.0,False,True,0.14568081991215226,0.35278593880974807,0.0,False,True,0.2655849901670484,0.3424838017831423,0.09999999999999998,4.2186978085681504e-05,1.3057421573820691,0.2656938396882935,0.3425260045130329,0.09999999999999998,3.312338950151039e-05,1.2995067732719665,-4.6372304,70
6.825291181364393,1.26033535803541,7.0,5,14,6.796019900497512,1.2378165442755422,7.0,5,14,-4.3409505,0.92647076,-4.2652116,-9.75255,-3.0715091,-4.3077555,0.910029,-4.217061,-9.100169,-3.0333755,332072,4648.799831628799,-0.6360095,0.24959737,-0.6398424,-1.009949,-0.2597579,-0.63386446,0.24991028,-0.6355491,-1.0099188,-0.25842077,-0.08217062263979315,0.5820224911113521,0.010772414077637009,-2.1208847055153326,1.7190455177033728,-0.08601380130467304,0.581666762971922,0.010396192242125936,-2.1855465671220107,1.746180462768806,-0.31447734469604316,0.23813089441891958,-0.2638482150605236,-0.7209996808928827,-7.732725570591681e-05,-0.3136684559310806,0.23739954787800588,-0.26321172528538955,-0.7209996494998107,-3.085166115637805e-05,0.14651389566065334,0.35362066404410325,0.0,False,True,0.14714494875549047,0.35425035329726146,0.0,False,True,0.2660670804000101,0.34439407607197664,0.09999999999999998,1.539044258212774e-05,1.299195205504566,0.2669098875475109,0.3445245767697537,0.09999999999999998,8.424590015640443e-05,1.2996200557336888,-4.6372304,80
6.523885350318471,1.262290986510698,7.0,5,18,6.599033816425121,1.156901450708024,7.0,5,13,-4.120962,0.90473986,-3.9606476,-10.40638,-3.0336874,-4.165537,0.87581164,-4.097399,-9.106481,-3.0398257,373066,5196.861296892166,-0.6316731,0.25142568,-0.63746655,-1.0097505,-0.26126066,-0.63123435,0.2512488,-0.63318443,-1.0101379,-0.25830704,-0.09387705455582143,0.5847044067876593,0.009048621959187314,-2.0888413180015926,1.7214375660504238,-0.09174937895871173,0.5835396680886148,0.009305028405398827,-2.1307882816551253,1.6393151601699052,-0.3137090989804186,0.23592761542227877,-0.2649323879389213,-0.7209996387421049,-0.00013853173460964818,-0.31283679532572695,0.23663065042495526,-0.26380997399928885,-0.7209998132172007,-7.076106245204605e-05,0.15328288991945327,0.3602599694351206,0.0,False,True,0.15153733528550511,0.3585718495644541,0.0,False,True,0.26923854331096037,0.34597688265825566,0.09999999999999998,6.179782972848269e-07,1.3002849680711446,0.26724687165877586,0.3449392610653128,0.09999999999999998,4.04327891775913e-05,1.3029207106479124,-4.6372304,90
