TimeSinceStart,VectorizedStep,GlobalStep,SingleStep
0.11019730567932129,0,0,0
-0.47259307,0.109730646,-0.49228626,-0.6562111,-0.062981285,963.5742574257425,143.87882322622548,1000.0,48,1000,0.0003,0.00043837277917191386,-0.0073386142030358315,22.667875289916992,0.004943830892443657,0.005918367300182581,0.04850488173833582,-5.10774040222168,691,148.18203806877136,102400,102400,2048
-0.42901838,0.13327964,-0.46435487,-0.63478726,0.013843945,892.3518518518518,262.2750999468425,1000.0,61,1000,0.00029690721649484533,7.735647523077205e-05,-0.00931631587445736,22.64908218383789,0.007025578524917364,0.008250932209193707,0.0736083966199658,-0.07195615768432617,827,247.45510482788086,204800,204800,4096
-0.4514609,0.10311815,-0.47550803,-0.7153982,-0.14497486,940.7941176470588,185.87753390998267,1000.0,138,1000,0.0002938144329896907,4.8146441258722916e-05,-0.012596557848155499,22.637611389160156,0.009113112464547157,0.007305065635591745,0.07290820147190971,0.037950336933135986,885,346.88272190093994,307200,307200,6144
-0.39648792,0.12482985,-0.41912013,-0.609977,-0.026891733,920.3394495412844,227.0180941009731,1000.0,63,1000,0.00029072164948453606,4.703056038124487e-05,-0.010924341157078743,22.61187171936035,0.004610576666891575,0.008331669494509697,0.08746679474170378,0.09322100877761841,918,445.9086730480194,409600,409600,8192
-0.3641105,0.113879874,-0.38099808,-0.587847,0.001918013,952.2980769230769,180.85586482736917,1000.0,64,1000,0.0002876288659793814,4.290815195417963e-05,-0.012869921512901783,22.58298683166504,0.007119570858776569,0.007786919362843037,0.0947753882210236,0.12678229808807373,938,545.3694524765015,512000,512000,10240
-0.3321857,0.12103249,-0.34275797,-0.5243195,0.053094227,958.2476190476191,153.9606493294638,1000.0,56,1000,0.0002845360824742268,4.855884981225245e-05,-0.013025552034378052,22.54566764831543,0.006899560336023569,0.007206121925264597,0.10510546645473369,0.11859232187271118,953,644.4503948688507,614400,614400,12288
-0.26250407,0.13110426,-0.27199012,-0.5287247,0.0765379,920.1,220.4713937329409,1000.0,145,1000,0.00028144329896907214,4.691190042649396e-05,-0.01637236215174198,22.49470329284668,0.0058825453743338585,0.00797356478869915,0.1030517553750542,0.1370018720626831,964,743.0595872402191,716800,716800,14336
-0.19605547,0.1386066,-0.19997291,-0.44897932,0.1493448,908.7894736842105,244.42289616543377,1000.0,71,1000,0.0002783505154639175,4.7550638555549085e-05,-0.013808652758598328,22.456396102905273,0.010919583030045033,0.008038573898375034,0.10470409902918618,0.12420517206192017,974,840.9110090732574,819200,819200,16384
-0.15467238,0.12889571,-0.1666145,-0.46228868,0.21458448,936.0803571428571,210.70689435432308,1000.0,53,1000,0.00027525773195876286,5.107314791530371e-05,-0.013410389423370361,22.393890380859375,0.0092296889051795,0.009191795252263546,0.10938769275817321,0.16236048936843872,981,939.2817251682281,921600,921600,18432
-0.054688938,0.14667897,-0.056124628,-0.41286266,0.31204236,891.1754385964912,246.69443581056984,1000.0,51,1000,0.0002721649484536082,5.8913145039696246e-05,-0.013848000206053257,22.360809326171875,0.008483019657433033,0.00850042887032032,0.10891796632349723,0.14729249477386475,986,1037.683268070221,1024000,1024000,20480
